Product_description,Product_url,Image_url,Price,Delivery_time,Product_Rating,previous_bought,Discount % ,delivery_type,fastest_delivery,
"Acer [SmartChoice Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG",https://amazon.in/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_35?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.twOg7O6gVGgh2v5EMv0pPYoEnxxnhd147H5iw6N_hhlQPYNSoIsfZWQtzveMkRoWSl_INoH1tZ8RPvkcJvc5lePpcRXyYIgjcYcZj4Ukf4NIDHsGumBWkS6_2cdgs9o1ZF-DsFIh3yp2caWu6C64fvopZgeeCGG2SDE-mG0ZlLiCA4AjIlayZxVyzT_qQpfj4dIGIiRQ-aVApnZsq7QRYsh4dbJo_1Q7SlvoIDfjjXY.LQoOQTECKFO6vn0loqypWfqRo6zbv2V5Ji4H7T9v18A&dib_tag=se&keywords=laptop&qid=1751752458&sprefix=laptops%2Caps%2C154&sr=8-35,https://m.media-amazon.com/images/I/61qlqvTsocL._AC_UY218_.jpg,"22,990","FREE delivery Tue, 8 Jul",3.4 out of 5 stars,50+ bought in past month,26,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty",https://amazon.in/Lenovo-Graphics-5500Mhz-Windows-Warranty/dp/B0F29HNJL1/ref=sr_1_36?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.twOg7O6gVGgh2v5EMv0pPYoEnxxnhd147H5iw6N_hhlQPYNSoIsfZWQtzveMkRoWSl_INoH1tZ8RPvkcJvc5lePpcRXyYIgjcYcZj4Ukf4NIDHsGumBWkS6_2cdgs9o1ZF-DsFIh3yp2caWu6C64fvopZgeeCGG2SDE-mG0ZlLiCA4AjIlayZxVyzT_qQpfj4dIGIiRQ-aVApnZsq7QRYsh4dbJo_1Q7SlvoIDfjjXY.LQoOQTECKFO6vn0loqypWfqRo6zbv2V5Ji4H7T9v18A&dib_tag=se&keywords=laptop&qid=1751752458&sprefix=laptops%2Caps%2C154&sr=8-36,https://m.media-amazon.com/images/I/51bfKFtNSQL._AC_UY218_.jpg,"34,750","FREE delivery Tue, 8 Jul",4.0 out of 5 stars,300+ bought in past month,54,FREE Prime Delivery,N/A,
"HP 15, AMD Ryzen 7 7735HS (16GB DDR5,512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fc1038AU, AMD Radeon FHD Camera w/Shutter, Backlit Laptop",https://www.amazon.in/b?node=13837079031,https://m.media-amazon.com/images/I/61AASPYma6L._AC_UY218_.jpg,"64,990","FREE delivery Tue, 8 Jul",4.0 out of 5 stars,N/A,11,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Dell Inspiron 3530, Intel Core i3-1305U, 13thGen, 8GB RAM, 512GB SSD, FHD WVA AG 120Hz, 15.6""/39.62cm, Windows 11, MS Office 21, Platinum Silver, 1.62KG, 250 nits Narrow Border, McAfee 15 Month Laptop",https://amazon.in/sspa/click?ie=UTF8&spc=MToyNTkxODg4NjAwNTM1MDY2OjE3NTE3NTI0NTg6c3BfYnRmOjMwMDUxMjA5ODcyNzAzMjo6MDo6&url=%2FDell-Inspiron-3530-i3-1305U-Platinum%2Fdp%2FB0DRKPKH7P%2Fref%3Dsr_1_38_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.twOg7O6gVGgh2v5EMv0pPYoEnxxnhd147H5iw6N_hhlQPYNSoIsfZWQtzveMkRoWSl_INoH1tZ8RPvkcJvc5lePpcRXyYIgjcYcZj4Ukf4NIDHsGumBWkS6_2cdgs9o1ZF-DsFIh3yp2caWu6C64fvopZgeeCGG2SDE-mG0ZlLiCA4AjIlayZxVyzT_qQpfj4dIGIiRQ-aVApnZsq7QRYsh4dbJo_1Q7SlvoIDfjjXY.LQoOQTECKFO6vn0loqypWfqRo6zbv2V5Ji4H7T9v18A%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752458%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/81QCRdxIRLL._AC_UY218_.jpg,"35,490","FREE delivery Fri, 11 Jul",3.0 out of 5 stars,N/A,27,FREE Prime Delivery,"Or fastest delivery Wed, 9 Jul",
"Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor, 16GB, 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Backlit KB, Windows 11 + MSO'24 & 15 Month McAfee, Silver, Thin & Light- 1.62kg",https://amazon.in/sspa/click?ie=UTF8&spc=MTozMDQ4NjcwMTE1NTUyNjkxOjE3NTE3NTI0NjM6c3BfYXRmX25leHQ6MzAwMjc4NDA4NjUyMjMyOjowOjo&url=%2FDell-Inspiron-i5-1334U-Processor-39-62cm%2Fdp%2FB0D2Y1BLDT%2Fref%3Dsr_1_33_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.dG3tGhSTcvJY85cJbaHJeYessPJ45XdZOj-u9ekpMyXyQMsZL3obQZqHb9Noro4f2G51Neq0Ft4-Cxioz_BBtwoEe7aXGesVKYYRFiabTgyKNyEilS134ew77nE0zFByvSu6Og2stg2S2BK3kMwEKYcVpWvyk-7893YY4ZL71Ip9bnm95PrYgOwUKrz0AYLR6Yg9cG-055q4gIyOxpLOUsnwsHf39BP7KCnWWDvLhfo.po_luOnKmUlp25Ey_fIMiZsOH6f74av4_f35Xnu-ICk%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752463%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/61+CviQuknL._AC_UY218_.jpg,"57,490","FREE delivery Tue, 8 Jul",3.9 out of 5 stars,50+ bought in past month,21,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Acer Aspire Lite, AMD Ryzen 3 7330U Processor, 8 GB RAM, 512 GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.6KG, AL15-41, Metal Body, Premium Thin and Light Laptop",https://amazon.in/sspa/click?ie=UTF8&spc=MTozMDQ4NjcwMTE1NTUyNjkxOjE3NTE3NTI0NjM6c3BfYXRmX25leHQ6MzAwMTY0NDk1MjkwODMyOjowOjo&url=%2FAcer-Smartchoice-Premium-Windows-AL15-41%2Fdp%2FB0CWTSF1TK%2Fref%3Dsr_1_34_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.dG3tGhSTcvJY85cJbaHJeYessPJ45XdZOj-u9ekpMyXyQMsZL3obQZqHb9Noro4f2G51Neq0Ft4-Cxioz_BBtwoEe7aXGesVKYYRFiabTgyKNyEilS134ew77nE0zFByvSu6Og2stg2S2BK3kMwEKYcVpWvyk-7893YY4ZL71Ip9bnm95PrYgOwUKrz0AYLR6Yg9cG-055q4gIyOxpLOUsnwsHf39BP7KCnWWDvLhfo.po_luOnKmUlp25Ey_fIMiZsOH6f74av4_f35Xnu-ICk%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752463%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/61keRkmSGBL._AC_UY218_.jpg,"27,990","FREE delivery Tue, 8 Jul",3.9 out of 5 stars,50+ bought in past month,42,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Acer ALG, Intel Core i5 13th Gen - 13420H, NVIDIA GeForce RTX 3050-6GB, 16GB RAM, 512GB SSD, FHD 15.6""/39.62cm, 144Hz, Windows 11 Home, Steel Gray, 1.99kg, AL15G-53 Gaming Laptop",https://amazon.in/Acer-ALG-Intel-Core-13th/dp/B0DXVGVNKN/ref=sr_1_35?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.dG3tGhSTcvJY85cJbaHJeYessPJ45XdZOj-u9ekpMyXyQMsZL3obQZqHb9Noro4f2G51Neq0Ft4-Cxioz_BBtwoEe7aXGesVKYYRFiabTgyKNyEilS134ew77nE0zFByvSu6Og2stg2S2BK3kMwEKYcVpWvyk-7893YY4ZL71Ip9bnm95PrYgOwUKrz0AYLR6Yg9cG-055q4gIyOxpLOUsnwsHf39BP7KCnWWDvLhfo.po_luOnKmUlp25Ey_fIMiZsOH6f74av4_f35Xnu-ICk&dib_tag=se&keywords=laptop&qid=1751752463&sprefix=laptops%2Caps%2C154&sr=8-35,https://m.media-amazon.com/images/I/51JH5OhIx2L._AC_UY218_.jpg,"64,999","FREE delivery Tue, 8 Jul",3.9 out of 5 stars,50+ bought in past month,13,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo IdeaPad Slim 3, Intel Core i3, 12th Gen, 8GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11, Office Home 2024, Arctic Grey, 1.63Kg, 82RK01ABIN, Intel UHD Graphics, 1Yr ADP Free Laptop",https://amazon.in/Lenovo-IdeaPad-39-62cm-Warranty-82RK006DIN/dp/B0B4JPC8GT/ref=sr_1_36?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.dG3tGhSTcvJY85cJbaHJeYessPJ45XdZOj-u9ekpMyXyQMsZL3obQZqHb9Noro4f2G51Neq0Ft4-Cxioz_BBtwoEe7aXGesVKYYRFiabTgyKNyEilS134ew77nE0zFByvSu6Og2stg2S2BK3kMwEKYcVpWvyk-7893YY4ZL71Ip9bnm95PrYgOwUKrz0AYLR6Yg9cG-055q4gIyOxpLOUsnwsHf39BP7KCnWWDvLhfo.po_luOnKmUlp25Ey_fIMiZsOH6f74av4_f35Xnu-ICk&dib_tag=se&keywords=laptop&qid=1751752463&sprefix=laptops%2Caps%2C154&sr=8-36,https://m.media-amazon.com/images/I/81+SKGgJ9yL._AC_UY218_.jpg,"36,490","FREE delivery Tue, 8 Jul",4.0 out of 5 stars,400+ bought in past month,38,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"HP 15 AMD Ryzen 3 7320U (8GB Ram/512GB SSD/Fhd/15.6"" (39.6 Cm)/Backlit Keyboard/Windows 11/Ms Office 21/1.59Kg/Silver) Fc0026Au Laptop",https://amazon.in/HP-Backlit-Keyboard-Windows-Fc0026Au/dp/B0C3RCR4K7/ref=sr_1_37?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.dG3tGhSTcvJY85cJbaHJeYessPJ45XdZOj-u9ekpMyXyQMsZL3obQZqHb9Noro4f2G51Neq0Ft4-Cxioz_BBtwoEe7aXGesVKYYRFiabTgyKNyEilS134ew77nE0zFByvSu6Og2stg2S2BK3kMwEKYcVpWvyk-7893YY4ZL71Ip9bnm95PrYgOwUKrz0AYLR6Yg9cG-055q4gIyOxpLOUsnwsHf39BP7KCnWWDvLhfo.po_luOnKmUlp25Ey_fIMiZsOH6f74av4_f35Xnu-ICk&dib_tag=se&keywords=laptop&qid=1751752463&sprefix=laptops%2Caps%2C154&sr=8-37,https://m.media-amazon.com/images/I/61Ja6Xa4QaL._AC_UY218_.jpg,"30,499","FREE delivery Tue, 15 Jul",4.1 out of 5 stars,300+ bought in past month,33,FREE Prime Delivery,N/A,
N/A,https://amazon.in/sspa/click?ie=UTF8&spc=MTozMDc4MzQ3Mjk5ODA5ODYwOjE3NTE3NTI0NjM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjEyMTE0NDYzMjo6MDo6&url=%2FDell-Smartchoice-G15-5530-Gaming-i5-13450HX%2Fdp%2FB0CRKXDX83%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D12IZR3PRZWTP2%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CRKXDX83%26pd_rd_r%3Db213227a-04c8-4985-be86-79d2aa37293c%26pd_rd_w%3DraoGb%26pd_rd_wg%3DPdYyK%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DRN35SWPE8PJAX7TS8KCH%26qid%3D1751752463%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D1-33-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/61LOOMpEgxL._AC_UL320_.jpg,"76,962",N/A,4.0 out of 5 stars,50+ bought in past month,27,Prime Delivery,N/A,
"2022 Apple
                                        MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 16GB RAM,
                                        256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone
                                        and iPad; Midnight",https://amazon.in/2022-Apple-MacBook-Laptop-chip/dp/B0DLHFM2XL/ref=sr_1_7?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.YpBvqs66B1G9FfyIAwiFlLjQKsTPqlTt6PWRNTifRQqn8xGVGJyCmxtMElcEKtP2IbVLptt2gbMP_q0VT2TSzamWwHwXiyvb_oXkra5rJWPF1A6xKA_2iE0LMbcALr_EVuHpHeC2qy6iYRNSHKezUDMLMnjZxCKSaveciiJkId5djUrZAlX_sLqs5grWfHX0tdPakUkxia3abuppo1pRuFxds1f_DydAPojkloBojTQ.h9xb3WAmuxXQ2CPATIVKJXZY2hNuqK4YkNoLhUi7sJk&dib_tag=se&keywords=laptop&qid=1751752454&sprefix=laptops%2Caps%2C154&sr=8-7,https://m.media-amazon.com/images/I/71RDgtHsREL._AC_UY218_.jpg,"78,900","FREE delivery Tue, 8 Jul",4.6 out of 5 stars,N/A,8,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
N/A,https://amazon.in/sspa/click?ie=UTF8&spc=MTozMDc4MzQ3Mjk5ODA5ODYwOjE3NTE3NTI0NjM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjIyMjA4MzAzMjo6MTo6&url=%2FLenovo-IdeaPad-39-62cm-Warranty-82RK006DIN%2Fdp%2FB0B4JPC8GT%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D12IZR3PRZWTP2%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0B4JPC8GT%26pd_rd_r%3Db213227a-04c8-4985-be86-79d2aa37293c%26pd_rd_w%3DraoGb%26pd_rd_wg%3DPdYyK%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DRN35SWPE8PJAX7TS8KCH%26qid%3D1751752463%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D1-34-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/81+SKGgJ9yL._AC_UL320_.jpg,"36,490",N/A,4.0 out of 5 stars,400+ bought in past month,38,Prime Delivery,N/A,
N/A,https://amazon.in/sspa/click?ie=UTF8&spc=MTozMDc4MzQ3Mjk5ODA5ODYwOjE3NTE3NTI0NjM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDU0OTc0NDQyNzMzMjo6Mjo6&url=%2FHP-Pavilion-i5-1340P-Graphics-15-eg3079TU%2Fdp%2FB0C2D3NV1S%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D12IZR3PRZWTP2%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0C2D3NV1S%26pd_rd_r%3Db213227a-04c8-4985-be86-79d2aa37293c%26pd_rd_w%3DraoGb%26pd_rd_wg%3DPdYyK%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DRN35SWPE8PJAX7TS8KCH%26qid%3D1751752463%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D1-35-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/71Xa4o1DXpL._AC_UL320_.jpg,"67,490",N/A,4.0 out of 5 stars,50+ bought in past month,27,Prime Delivery,N/A,
N/A,https://amazon.in/sspa/click?ie=UTF8&spc=MTozMDc4MzQ3Mjk5ODA5ODYwOjE3NTE3NTI0NjM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDU1MTM4ODU2NjczMjo6Mzo6&url=%2FHP-i3-1215U-Anti-Glare-15-6inch-Graphics%2Fdp%2FB0CJBL2QWY%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D12IZR3PRZWTP2%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CJBL2QWY%26pd_rd_r%3Db213227a-04c8-4985-be86-79d2aa37293c%26pd_rd_w%3DraoGb%26pd_rd_wg%3DPdYyK%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DRN35SWPE8PJAX7TS8KCH%26qid%3D1751752463%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D1-36-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/71+gQ9gOTuL._AC_UL320_.jpg,"33,990",N/A,4.0 out of 5 stars,500+ bought in past month,33,Prime Delivery,N/A,
N/A,https://amazon.in/sspa/click?ie=UTF8&spc=MTozMDc4MzQ3Mjk5ODA5ODYwOjE3NTE3NTI0NjM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDU3ODUwNDUzNzUzMjo6NDo6&url=%2FLenovo-I5-12450HX-NVIDIA-Windows-83GS00LNIN%2Fdp%2FB0DPQGVH85%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D12IZR3PRZWTP2%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DPQGVH85%26pd_rd_r%3Db213227a-04c8-4985-be86-79d2aa37293c%26pd_rd_w%3DraoGb%26pd_rd_wg%3DPdYyK%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DRN35SWPE8PJAX7TS8KCH%26qid%3D1751752463%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D1-37-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/81tmCrtiRgL._AC_UL320_.jpg,"71,490",N/A,4.0 out of 5 stars,N/A,26,Prime Delivery,N/A,
Lenovo V15 Intel Celeron n4500 FHD 15.6 inch Laptop / 8GB DDR4 Ram and 256GB NVME SSD/Intel UHD Graphics/Windows 11 & MS-Office/Privacy Shutter/Black / 1.6kg / 1 Year Brand Warranty,https://amazon.in/Lenovo-Celeron-Graphics-MS-Office-Warranty/dp/B0CP615Z5M/ref=sr_1_38?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.dG3tGhSTcvJY85cJbaHJeYessPJ45XdZOj-u9ekpMyXyQMsZL3obQZqHb9Noro4f2G51Neq0Ft4-Cxioz_BBtwoEe7aXGesVKYYRFiabTgyKNyEilS134ew77nE0zFByvSu6Og2stg2S2BK3kMwEKYcVpWvyk-7893YY4ZL71Ip9bnm95PrYgOwUKrz0AYLR6Yg9cG-055q4gIyOxpLOUsnwsHf39BP7KCnWWDvLhfo.po_luOnKmUlp25Ey_fIMiZsOH6f74av4_f35Xnu-ICk&dib_tag=se&keywords=laptop&qid=1751752463&sprefix=laptops%2Caps%2C154&sr=8-38,https://m.media-amazon.com/images/I/51pu+WsoXaL._AC_UY218_.jpg,"20,290","FREE delivery Tue, 8 Jul",3.4 out of 5 stars,50+ bought in past month,77,FREE Prime Delivery,N/A,
"ASUS Vivobook 15,13th Gen,Intel Core i5-13420H(Intel UHD iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.70 kg) X1502VA-BQ836WS",https://amazon.in/ASUS-Vivobook-i5-13420H-Keyboard-X1502VA-BQ836WS/dp/B0DTYKLHYC/ref=sr_1_39?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.dG3tGhSTcvJY85cJbaHJeYessPJ45XdZOj-u9ekpMyXyQMsZL3obQZqHb9Noro4f2G51Neq0Ft4-Cxioz_BBtwoEe7aXGesVKYYRFiabTgyKNyEilS134ew77nE0zFByvSu6Og2stg2S2BK3kMwEKYcVpWvyk-7893YY4ZL71Ip9bnm95PrYgOwUKrz0AYLR6Yg9cG-055q4gIyOxpLOUsnwsHf39BP7KCnWWDvLhfo.po_luOnKmUlp25Ey_fIMiZsOH6f74av4_f35Xnu-ICk&dib_tag=se&keywords=laptop&qid=1751752463&sprefix=laptops%2Caps%2C154&sr=8-39,https://m.media-amazon.com/images/I/71CgmbyKMFL._AC_UY218_.jpg,"52,990","FREE delivery Tue, 8 Jul",3.6 out of 5 stars,300+ bought in past month,24,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"amazon basics ABS 2-in-1 Laptop and Mobile Stand, Ergonomic, Adjustable Height, Anti-Slip Base, Heat Dissipation, Portable, Lightweight, Compatible with All Laptops Up to 15.6"" (Black)",https://amazon.in/AmazonBasics-Adjustable-Dissipation-Lightweight-Compatible/dp/B0BTNT8X6K/ref=sr_1_40?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.dG3tGhSTcvJY85cJbaHJeYessPJ45XdZOj-u9ekpMyXyQMsZL3obQZqHb9Noro4f2G51Neq0Ft4-Cxioz_BBtwoEe7aXGesVKYYRFiabTgyKNyEilS134ew77nE0zFByvSu6Og2stg2S2BK3kMwEKYcVpWvyk-7893YY4ZL71Ip9bnm95PrYgOwUKrz0AYLR6Yg9cG-055q4gIyOxpLOUsnwsHf39BP7KCnWWDvLhfo.po_luOnKmUlp25Ey_fIMiZsOH6f74av4_f35Xnu-ICk&dib_tag=se&keywords=laptop&qid=1751752463&sprefix=laptops%2Caps%2C154&sr=8-40,https://m.media-amazon.com/images/I/61QxfC9mAGL._AC_UY218_.jpg,299,"FREE delivery Tue, 8 Jul on first order",4.1 out of 5 stars,2K+ bought in past month,79,FREE Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo {Smartchoice} Idea Tab Pro with Pen Plus|12.7"" 3K Display|144 Hz Refresh|12 GB RAM, 256 GB ROM| AI-Enabled| MediaTek Dimensity 8300|Quad JBL Speakers|10200 mAh Battery with 45 W Charger|WiFi 6e",https://amazon.in/Lenovo-Smartchoice-AI-Enabled-MediaTek-Dimensity/dp/B0DZCB3G9Q/ref=sr_1_41?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.dG3tGhSTcvJY85cJbaHJeYessPJ45XdZOj-u9ekpMyXyQMsZL3obQZqHb9Noro4f2G51Neq0Ft4-Cxioz_BBtwoEe7aXGesVKYYRFiabTgyKNyEilS134ew77nE0zFByvSu6Og2stg2S2BK3kMwEKYcVpWvyk-7893YY4ZL71Ip9bnm95PrYgOwUKrz0AYLR6Yg9cG-055q4gIyOxpLOUsnwsHf39BP7KCnWWDvLhfo.po_luOnKmUlp25Ey_fIMiZsOH6f74av4_f35Xnu-ICk&dib_tag=se&keywords=laptop&qid=1751752463&sprefix=laptops%2Caps%2C154&sr=8-41,https://m.media-amazon.com/images/I/71+IIjxsVsL._AC_UY218_.jpg,"30,999","FREE delivery Tue, 8 Jul",4.4 out of 5 stars,500+ bought in past month,37,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, AMD 4GB Radeon RX 6500M Graphics, 15.6-inch (39.6 cm), FHD, IPS, 8GB DDR4, 512GB SSD, Backlit KB, B&O (Win 11, Blue, 2.29 kg), fb0147AX, fb0184ax",https://amazon.in/HP-Graphics-15-6-inch-Backlit-fb0147AX/dp/B0C946F286/ref=sr_1_42?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.dG3tGhSTcvJY85cJbaHJeYessPJ45XdZOj-u9ekpMyXyQMsZL3obQZqHb9Noro4f2G51Neq0Ft4-Cxioz_BBtwoEe7aXGesVKYYRFiabTgyKNyEilS134ew77nE0zFByvSu6Og2stg2S2BK3kMwEKYcVpWvyk-7893YY4ZL71Ip9bnm95PrYgOwUKrz0AYLR6Yg9cG-055q4gIyOxpLOUsnwsHf39BP7KCnWWDvLhfo.po_luOnKmUlp25Ey_fIMiZsOH6f74av4_f35Xnu-ICk&dib_tag=se&keywords=laptop&qid=1751752463&sprefix=laptops%2Caps%2C154&sr=8-42,https://m.media-amazon.com/images/I/71hC42cKbsL._AC_UY218_.jpg,"46,990","FREE delivery Tue, 8 Jul",3.8 out of 5 stars,100+ bought in past month,20,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
