Product_description,Product_url,Image_url,Price,Delivery_time,Product_Rating,previous_bought,Discount % ,delivery_type,fastest_delivery,
"Cable World Educational Laptop Computer Toy for Kids Above 3 Years - 20 Fun Activity Learning Machine, Now Learn Letter, Words, Games, Mathematics, Music, Logic, Memory Tool,Pink",https://amazon.in/Cable-World-Educational-Laptop-Kids/dp/B0DNN7YJXC/ref=sr_1_85?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.FJDj2OlGPeZqpLEFasVkZKJrZzjBO9usvm5CgLx6HDUHvS9lWR70TLq2hKupL4tHzFlS_T6cE9GWL4fPG4gFgls_Du3AaOKXmrBfhSAri_xxMjR6dZO9bQ3vVc2msDAyhW8zOo7apDKPXrk1UmhpU9wfSpQ7y3kA2JB5J4WUo1gfXjVZUd-ca4vAV-2zn1udN2OEVgkAZDUubAAZeJeh_ZE7UUNQVL8VL9uwPkZHqrM.fAXFX_GK1EoDLTBjF0Xs3IQ_8OJZnFcfzCb5QQBwuMA&dib_tag=se&keywords=laptop&qid=1751752472&sprefix=laptops%2Caps%2C154&sr=8-85,https://m.media-amazon.com/images/I/71nNbeNyfHL._AC_UY218_.jpg,799,"FREE delivery Tue, 8 Jul",3.5 out of 5 stars,700+ bought in past month,69,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
N/A,https://amazon.in/sspa/click?ie=UTF8&spc=MTo2Mjk2MTM5NjMyNDMyMDk4OjE3NTE3NTI0NzI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1Njk3MzEyMDQzMjo6MDo6&url=%2FASUS-Vivobook-i9-13900H-Fingerprint-X1605VA-MB946WS%2Fdp%2FB0CHMYJ9BK%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D12IZR3PRZWTP2%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CHMYJ9BK%26pd_rd_r%3Dc370905f-5fa8-4f0e-9fcf-fefc88e99be2%26pd_rd_w%3DuZzt8%26pd_rd_wg%3DMc1eg%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DV2504QQD6NTM4MPG198H%26qid%3D1751752472%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D1-81-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/71F9tcSfAOL._AC_UL320_.jpg,"69,990",N/A,4.1 out of 5 stars,N/A,40,Prime Delivery,N/A,
N/A,https://amazon.in/sspa/click?ie=UTF8&spc=MTo2Mjk2MTM5NjMyNDMyMDk4OjE3NTE3NTI0NzI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDYxMTg3NjMwMzkzMjo6MTo6&url=%2FLenovo-Ryzen-39-62cm-Antiglare-Laptop%2Fdp%2FB0D39BVJ7Y%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D12IZR3PRZWTP2%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0D39BVJ7Y%26pd_rd_r%3Dc370905f-5fa8-4f0e-9fcf-fefc88e99be2%26pd_rd_w%3DuZzt8%26pd_rd_wg%3DMc1eg%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DV2504QQD6NTM4MPG198H%26qid%3D1751752472%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D1-82-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/41U0mEisocL._AC_UL320_.jpg,"42,972",N/A,4.0 out of 5 stars,100+ bought in past month,31,Prime Delivery,N/A,
"Lenovo LOQ 2024, AMD Ryzen 7 7435HS, NVIDIA RTX 4060-8GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EHIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop",https://amazon.in/sspa/click?ie=UTF8&spc=MToyNDc1NDUxMjgyNTU1NzQ6MTc1MTc1MjQ1NDpzcF9tdGY6MzAwNDQ5NjAxMTU2MjMyOjowOjo&url=%2FLenovo-7435HS-4060-8GB-Windows-83JC00EHIN%2Fdp%2FB0DPQJZ3JR%2Fref%3Dsr_1_12_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.YpBvqs66B1G9FfyIAwiFlLjQKsTPqlTt6PWRNTifRQqn8xGVGJyCmxtMElcEKtP2IbVLptt2gbMP_q0VT2TSzamWwHwXiyvb_oXkra5rJWPF1A6xKA_2iE0LMbcALr_EVuHpHeC2qy6iYRNSHKezUDMLMnjZxCKSaveciiJkId5djUrZAlX_sLqs5grWfHX0tdPakUkxia3abuppo1pRuFxds1f_DydAPojkloBojTQ.h9xb3WAmuxXQ2CPATIVKJXZY2hNuqK4YkNoLhUi7sJk%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752454%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/8133GVuhgwL._AC_UY218_.jpg,"92,990","FREE delivery Tue, 8 Jul",4.2 out of 5 stars,100+ bought in past month,27,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
N/A,https://amazon.in/sspa/click?ie=UTF8&spc=MTo2Mjk2MTM5NjMyNDMyMDk4OjE3NTE3NTI0NzI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIxMzY3MzA2MzIzMjo6Mjo6&url=%2FPrimebook-Android-Based-MediaTek-MT8788%2Fdp%2FB0D1Y3MVGL%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D12IZR3PRZWTP2%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0D1Y3MVGL%26pd_rd_r%3Dc370905f-5fa8-4f0e-9fcf-fefc88e99be2%26pd_rd_w%3DuZzt8%26pd_rd_wg%3DMc1eg%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DV2504QQD6NTM4MPG198H%26qid%3D1751752472%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D1-83-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/71M+5cFJViL._AC_UL320_.jpg,"15,990",N/A,4.5 out of 5 stars,50+ bought in past month,36,Prime Delivery,N/A,
N/A,https://amazon.in/sspa/click?ie=UTF8&spc=MTo2Mjk2MTM5NjMyNDMyMDk4OjE3NTE3NTI0NzI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDU1MTM4ODU2NjgzMjo6Mzo6&url=%2FHP-i3-1215U-15-6-inch-Graphics-Speakers%2Fdp%2FB0C9DDQ1WN%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D12IZR3PRZWTP2%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0C9DDQ1WN%26pd_rd_r%3Dc370905f-5fa8-4f0e-9fcf-fefc88e99be2%26pd_rd_w%3DuZzt8%26pd_rd_wg%3DMc1eg%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DV2504QQD6NTM4MPG198H%26qid%3D1751752472%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D1-84-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/71VSVzgfK4L._AC_UL320_.jpg,"37,990",N/A,4.0 out of 5 stars,N/A,28,Prime Delivery,N/A,
"HP 15, Intel Ultra 5 125H, 12 TOPS (16GB DDR5, 1TB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.65kg, fd1255TU, Intel Arc Graphics, FHD Camera w/shutter, AI powered Laptop",https://amazon.in/HP-Office24-fd1255TU-Graphics-shutter/dp/B0F5B1N9SJ/ref=sr_1_86?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.FJDj2OlGPeZqpLEFasVkZKJrZzjBO9usvm5CgLx6HDUHvS9lWR70TLq2hKupL4tHzFlS_T6cE9GWL4fPG4gFgls_Du3AaOKXmrBfhSAri_xxMjR6dZO9bQ3vVc2msDAyhW8zOo7apDKPXrk1UmhpU9wfSpQ7y3kA2JB5J4WUo1gfXjVZUd-ca4vAV-2zn1udN2OEVgkAZDUubAAZeJeh_ZE7UUNQVL8VL9uwPkZHqrM.fAXFX_GK1EoDLTBjF0Xs3IQ_8OJZnFcfzCb5QQBwuMA&dib_tag=se&keywords=laptop&qid=1751752472&sprefix=laptops%2Caps%2C154&sr=8-86,https://m.media-amazon.com/images/I/71RsD1QyfvL._AC_UY218_.jpg,"68,490","FREE delivery Tue, 8 Jul",3.2 out of 5 stars,100+ bought in past month,N/A,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Kreo Tundra 5 Fans RGB Laptop Cooling Pad with Dual USB Port, 5 Adjustable Height Angles with LCD Display and 10 RGB Modes for Gaming Laptop, Silent Cooling Pad with Under 21 dBA",https://amazon.in/Kreo-Tundra-Cooling-Adjustable-Display/dp/B0CGZWGGJ9/ref=sr_1_87?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.FJDj2OlGPeZqpLEFasVkZKJrZzjBO9usvm5CgLx6HDUHvS9lWR70TLq2hKupL4tHzFlS_T6cE9GWL4fPG4gFgls_Du3AaOKXmrBfhSAri_xxMjR6dZO9bQ3vVc2msDAyhW8zOo7apDKPXrk1UmhpU9wfSpQ7y3kA2JB5J4WUo1gfXjVZUd-ca4vAV-2zn1udN2OEVgkAZDUubAAZeJeh_ZE7UUNQVL8VL9uwPkZHqrM.fAXFX_GK1EoDLTBjF0Xs3IQ_8OJZnFcfzCb5QQBwuMA&dib_tag=se&keywords=laptop&qid=1751752472&sprefix=laptops%2Caps%2C154&sr=8-87,https://m.media-amazon.com/images/I/71eM1Lx0CiL._AC_UY218_.jpg,"1,999","FREE delivery Tue, 8 Jul",4.1 out of 5 stars,500+ bought in past month,20,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo 14 (2025), Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MS Office 2021",https://amazon.in/Lenovo-14-Intel-Core-1255U/dp/B0F6QGZHG2/ref=sr_1_88?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.FJDj2OlGPeZqpLEFasVkZKJrZzjBO9usvm5CgLx6HDUHvS9lWR70TLq2hKupL4tHzFlS_T6cE9GWL4fPG4gFgls_Du3AaOKXmrBfhSAri_xxMjR6dZO9bQ3vVc2msDAyhW8zOo7apDKPXrk1UmhpU9wfSpQ7y3kA2JB5J4WUo1gfXjVZUd-ca4vAV-2zn1udN2OEVgkAZDUubAAZeJeh_ZE7UUNQVL8VL9uwPkZHqrM.fAXFX_GK1EoDLTBjF0Xs3IQ_8OJZnFcfzCb5QQBwuMA&dib_tag=se&keywords=laptop&qid=1751752472&sprefix=laptops%2Caps%2C154&sr=8-88,https://m.media-amazon.com/images/I/51nkH83V5hL._AC_UY218_.jpg,"47,490","FREE delivery Fri, 11 Jul",3.2 out of 5 stars,100+ bought in past month,30,FREE Prime Delivery,"Or fastest delivery Wed, 9 Jul",
"Samsung Galaxy Book3 Pro Intel 13th Gen i7 EvoTM 35.56cm(14"") Dynamic Amoled 2X, 3K Display, 120Hz, Ultra Thin & Light Laptop(16 GB/512 GB SSD/Windows 11/MS Office/Graphite/1.17Kg)",https://amazon.in/Samsung-35-56cm-Dynamic-Display-Graphite/dp/B0CGHSD6WD/ref=sr_1_89?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.FJDj2OlGPeZqpLEFasVkZKJrZzjBO9usvm5CgLx6HDUHvS9lWR70TLq2hKupL4tHzFlS_T6cE9GWL4fPG4gFgls_Du3AaOKXmrBfhSAri_xxMjR6dZO9bQ3vVc2msDAyhW8zOo7apDKPXrk1UmhpU9wfSpQ7y3kA2JB5J4WUo1gfXjVZUd-ca4vAV-2zn1udN2OEVgkAZDUubAAZeJeh_ZE7UUNQVL8VL9uwPkZHqrM.fAXFX_GK1EoDLTBjF0Xs3IQ_8OJZnFcfzCb5QQBwuMA&dib_tag=se&keywords=laptop&qid=1751752472&sprefix=laptops%2Caps%2C154&sr=8-89,https://m.media-amazon.com/images/I/61OrLWNowxL._AC_UY218_.jpg," 1,26,112","FREE delivery Wed, 9 Jul",4.0 out of 5 stars,N/A,31,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo {Smartchoice) Tab Plus with Octa JBL Hi-Fi Speakers| 8 GB RAM, 256 GB ROM| 11.5 Inch, 2K, 90 Hz Refresh| Wi-Fi Tablet| Android 14| 45 W Fast Charger| Built-in Kickstand| Color: Luna Grey",https://amazon.in/Lenovo-Speakers-Refresh-Android-Kickstand/dp/B0D6G4SKGK/ref=sr_1_90?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.FJDj2OlGPeZqpLEFasVkZKJrZzjBO9usvm5CgLx6HDUHvS9lWR70TLq2hKupL4tHzFlS_T6cE9GWL4fPG4gFgls_Du3AaOKXmrBfhSAri_xxMjR6dZO9bQ3vVc2msDAyhW8zOo7apDKPXrk1UmhpU9wfSpQ7y3kA2JB5J4WUo1gfXjVZUd-ca4vAV-2zn1udN2OEVgkAZDUubAAZeJeh_ZE7UUNQVL8VL9uwPkZHqrM.fAXFX_GK1EoDLTBjF0Xs3IQ_8OJZnFcfzCb5QQBwuMA&dib_tag=se&keywords=laptop&qid=1751752472&sprefix=laptops%2Caps%2C154&sr=8-90,https://m.media-amazon.com/images/I/61OXB0vbYPL._AC_UY218_.jpg,"20,998","FREE delivery Tue, 8 Jul",4.4 out of 5 stars,500+ bought in past month,38,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"MSI Modern 14, AMD 7th Gen. Ryzen 5 7530U, 36CM FHD 60Hz Laptop(8GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/AMD Radeon Graphics/Urban Silver/1.4Kg), C7M-284IN",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4Njc4NDg0ODYzNDQyMTI5OjE3NTE3NTI0NzI6c3BfbXRmOjMwMDU5NjI4NDAyODkzMjo6MDo6&url=%2FMSI-Modern-Windows-Graphics-C7M-284IN%2Fdp%2FB0DJP7B427%2Fref%3Dsr_1_91_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.FJDj2OlGPeZqpLEFasVkZKJrZzjBO9usvm5CgLx6HDUHvS9lWR70TLq2hKupL4tHzFlS_T6cE9GWL4fPG4gFgls_Du3AaOKXmrBfhSAri_xxMjR6dZO9bQ3vVc2msDAyhW8zOo7apDKPXrk1UmhpU9wfSpQ7y3kA2JB5J4WUo1gfXjVZUd-ca4vAV-2zn1udN2OEVgkAZDUubAAZeJeh_ZE7UUNQVL8VL9uwPkZHqrM.fAXFX_GK1EoDLTBjF0Xs3IQ_8OJZnFcfzCb5QQBwuMA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752472%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/71AGCkQsQ3L._AC_UY218_.jpg,"38,990","FREE delivery Wed, 9 Jul",N/A,N/A,40,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo IdeaPad Slim 3 Ryzen 5 5625U 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Integrated AMD Radeon Graphics/Windows 11/Office Home 2024/Grey/1.6Kg), 82XM00QDIN",https://amazon.in/sspa/click?ie=UTF8&spc=MTo4Njc4NDg0ODYzNDQyMTI5OjE3NTE3NTI0NzI6c3BfbXRmOjMwMDUyNTI0MDQ3NzgzMjo6MDo6&url=%2FLenovo-IdeaPad-Integrated-Graphics-82XM00QDIN%2Fdp%2FB0F18LK3FB%2Fref%3Dsr_1_92_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.FJDj2OlGPeZqpLEFasVkZKJrZzjBO9usvm5CgLx6HDUHvS9lWR70TLq2hKupL4tHzFlS_T6cE9GWL4fPG4gFgls_Du3AaOKXmrBfhSAri_xxMjR6dZO9bQ3vVc2msDAyhW8zOo7apDKPXrk1UmhpU9wfSpQ7y3kA2JB5J4WUo1gfXjVZUd-ca4vAV-2zn1udN2OEVgkAZDUubAAZeJeh_ZE7UUNQVL8VL9uwPkZHqrM.fAXFX_GK1EoDLTBjF0Xs3IQ_8OJZnFcfzCb5QQBwuMA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752472%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/615itEeM5ZL._AC_UY218_.jpg,"42,490","FREE delivery Tue, 8 Jul",3.2 out of 5 stars,N/A,28,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"OnePlus Pad Go 28.85Cm 2.4K 7:5 Ratio Readfit Eye Care LCD Display, Dolby Atmos Quad Speakers, 4G LTE(Calling) + Wi-Fi Connectivity Tablet, 8GB RAM 128 GB Storage Expandable Up-to 1TB Asin, Green",https://amazon.in/OnePlus-28-85cm-11-35-inch-2-4K/dp/B0CJ94J5CX/ref=sr_1_93?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.FJDj2OlGPeZqpLEFasVkZKJrZzjBO9usvm5CgLx6HDUHvS9lWR70TLq2hKupL4tHzFlS_T6cE9GWL4fPG4gFgls_Du3AaOKXmrBfhSAri_xxMjR6dZO9bQ3vVc2msDAyhW8zOo7apDKPXrk1UmhpU9wfSpQ7y3kA2JB5J4WUo1gfXjVZUd-ca4vAV-2zn1udN2OEVgkAZDUubAAZeJeh_ZE7UUNQVL8VL9uwPkZHqrM.fAXFX_GK1EoDLTBjF0Xs3IQ_8OJZnFcfzCb5QQBwuMA&dib_tag=se&keywords=laptop&qid=1751752472&sprefix=laptops%2Caps%2C154&sr=8-93,https://m.media-amazon.com/images/I/51Ouixhfs2L._AC_UY218_.jpg,"19,999","FREE delivery Tue, 8 Jul",4.4 out of 5 stars,500+ bought in past month,9,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
N/A,https://amazon.in/sspa/click?ie=UTF8&spc=MTozMzQ0NDAxNzkyMzIzODY5OjE3NTE3NTI0NTQ6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDU3OTM3NjY0MDczMjo6MDo6&url=%2Fi3-1305U-39-62cm-Windows-AL15-53-Premium%2Fdp%2FB0DKK15M2P%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.739e670d-dfb3-4be0-9815-d8c5c0372e07%253Aamzn1.sym.739e670d-dfb3-4be0-9815-d8c5c0372e07%26crid%3D12IZR3PRZWTP2%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DKK15M2P%26pd_rd_r%3D932908c5-2ce4-4c82-9d78-b30f935af94c%26pd_rd_w%3Dqrz6q%26pd_rd_wg%3DvCJJY%26pf_rd_p%3D739e670d-dfb3-4be0-9815-d8c5c0372e07%26pf_rd_r%3DXWP8W628RYCB1K3XGWEG%26qid%3D1751752454%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D1-1-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/61fDHkQ6MqL._AC_UL320_.jpg,"33,700",N/A,3.9 out of 5 stars,100+ bought in past month,36,Prime Delivery,N/A,
"Microsoft New Surface Pro (11Th Edition) - Windows 11 Home Copilot + Pc - 13"" LCD Pixelsense Touchscreen - Qualcomm Snapdragon X Plus (10 Core,Wi-Fi) - 16Gb Ram - 256Gb Ssd - Platinum - Zhx-00014",https://amazon.in/Microsoft-New-Surface-Pro-11Th/dp/B0D926JN5N/ref=sr_1_94?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.FJDj2OlGPeZqpLEFasVkZKJrZzjBO9usvm5CgLx6HDUHvS9lWR70TLq2hKupL4tHzFlS_T6cE9GWL4fPG4gFgls_Du3AaOKXmrBfhSAri_xxMjR6dZO9bQ3vVc2msDAyhW8zOo7apDKPXrk1UmhpU9wfSpQ7y3kA2JB5J4WUo1gfXjVZUd-ca4vAV-2zn1udN2OEVgkAZDUubAAZeJeh_ZE7UUNQVL8VL9uwPkZHqrM.fAXFX_GK1EoDLTBjF0Xs3IQ_8OJZnFcfzCb5QQBwuMA&dib_tag=se&keywords=laptop&qid=1751752472&sprefix=laptops%2Caps%2C154&sr=8-94,https://m.media-amazon.com/images/I/51gCpv7DO4L._AC_UY218_.jpg," 1,13,990","FREE delivery Tue, 8 Jul",4.4 out of 5 stars,N/A,7,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Samsung Galaxy Book2 Pro 360 Intel 12th Gen i5 EvoTM 33.78 cm (13.3"") Touchscreen 2-in-1 AMOLED Thin & Light Laptop (16 GB/512 GB SSD/Windows 11/MS Office/with S Pen/Silver/1.04Kg), NP930QED-KB3IN",https://amazon.in/Samsung-Galaxy-Touchscreen-Windows-NP930QED-KB3IN/dp/B09V1F446C/ref=sr_1_95?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.FJDj2OlGPeZqpLEFasVkZKJrZzjBO9usvm5CgLx6HDUHvS9lWR70TLq2hKupL4tHzFlS_T6cE9GWL4fPG4gFgls_Du3AaOKXmrBfhSAri_xxMjR6dZO9bQ3vVc2msDAyhW8zOo7apDKPXrk1UmhpU9wfSpQ7y3kA2JB5J4WUo1gfXjVZUd-ca4vAV-2zn1udN2OEVgkAZDUubAAZeJeh_ZE7UUNQVL8VL9uwPkZHqrM.fAXFX_GK1EoDLTBjF0Xs3IQ_8OJZnFcfzCb5QQBwuMA&dib_tag=se&keywords=laptop&qid=1751752472&sprefix=laptops%2Caps%2C154&sr=8-95,https://m.media-amazon.com/images/I/81aAFpuI1UL._AC_UY218_.jpg," 1,02,990","FREE delivery Sat, 12 Jul",2.4 out of 5 stars,N/A,26,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Dell Inspiron 3530, Intel Core i5-1334U, 13th Gen, 16GB RAM, 1TB SSD, FHD, 15.6""/39.62cm, Windows 11, MS Office 24, Silver, 1.62KG, Backlit Keyboard, McAfee 15 Month, Thin & Light Laptop",https://amazon.in/Dell-Inspiron-3530-i5-1334U-Keyboard/dp/B0DSFQZTVW/ref=sr_1_96?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.FJDj2OlGPeZqpLEFasVkZKJrZzjBO9usvm5CgLx6HDUHvS9lWR70TLq2hKupL4tHzFlS_T6cE9GWL4fPG4gFgls_Du3AaOKXmrBfhSAri_xxMjR6dZO9bQ3vVc2msDAyhW8zOo7apDKPXrk1UmhpU9wfSpQ7y3kA2JB5J4WUo1gfXjVZUd-ca4vAV-2zn1udN2OEVgkAZDUubAAZeJeh_ZE7UUNQVL8VL9uwPkZHqrM.fAXFX_GK1EoDLTBjF0Xs3IQ_8OJZnFcfzCb5QQBwuMA&dib_tag=se&keywords=laptop&qid=1751752472&sprefix=laptops%2Caps%2C154&sr=8-96,https://m.media-amazon.com/images/I/61+CviQuknL._AC_UY218_.jpg,"59,810","FREE delivery Tue, 8 Jul",3.8 out of 5 stars,100+ bought in past month,24,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"MSI Katana A17 AI, AMD 8th Gen. Ryzen 9 8945HS,Built-in AI, 44CM Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Black/2.6Kg), B8VE-884IN",https://amazon.in/MSI-Windows-GeForce-RTX4050-B8VE-884IN/dp/B0BV1GBXKP/ref=sr_1_97?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.FJDj2OlGPeZqpLEFasVkZKJrZzjBO9usvm5CgLx6HDUHvS9lWR70TLq2hKupL4tHzFlS_T6cE9GWL4fPG4gFgls_Du3AaOKXmrBfhSAri_xxMjR6dZO9bQ3vVc2msDAyhW8zOo7apDKPXrk1UmhpU9wfSpQ7y3kA2JB5J4WUo1gfXjVZUd-ca4vAV-2zn1udN2OEVgkAZDUubAAZeJeh_ZE7UUNQVL8VL9uwPkZHqrM.fAXFX_GK1EoDLTBjF0Xs3IQ_8OJZnFcfzCb5QQBwuMA&dib_tag=se&keywords=laptop&qid=1751752472&sprefix=laptops%2Caps%2C154&sr=8-97,https://m.media-amazon.com/images/I/71RgcZjmLBL._AC_UY218_.jpg,"99,990","FREE delivery Tue, 8 Jul",4.4 out of 5 stars,N/A,23,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
